﻿カードID,名前,読み方,レベル,属性,種族,カードタイプ,攻撃力,守備力,カードテキスト
13978,未界域のビッグフット,みかいいきのビッグフット,8,闇,獣族,効果,3000,0,
14068,未界域のワーウルフ,みかいいきのワーウルフ,7,闇,獣戦士族,効果,2400,1000,
14069,未界域のモスマン,みかいいきのモスマン,4,闇,昆虫族,効果,1800,400,
14534,未界域捕縛作戦,みかいいきほばくさくせん,,,魔法,,,,
13982,未界域－ユーマリア大陸,みかいいき－ユーマリアたいりく,,,魔法,,,,
5194,味方殺しの女騎士,みかたごろしのおんなきし,4,地,戦士族,効果,2000,1000,
14663,御影志士,ミカゲシシ,4,地,岩石族,エクシーズ／効果,2300,1800,
18024,御巫神楽,みかんこかぐら,,,魔法,,,,
18863,御巫かみかくし,みかんこかみかくし,,,罠,,,,
18026,御巫かみくらべ,みかんこかみくらべ,,,罠,,,,
18023,御巫の誘い輪舞,みかんこのいざないロンド,,,魔法,,,,
21617,御巫神舞－二貴子,みかんこしんぶ－ふたはしらのうずのみこ,,,魔法,,,,
18022,御巫の水舞踏,みかんこのアラベスク,,,魔法,,,,
18025,御巫の契り,みかんこのちぎり,,,罠,,,,
18021,御巫の祓舞,みかんこのはらえまい,,,魔法,,,,
21615,御巫奉サナキ,みかんこまつりサナキ,3,地,幻想魔族,効果,0,0,
18525,御巫舞踊－迷わし鳥,みかんこぶよう－まよわしどり,,,魔法,,,,
18020,御巫の火叢舞,みかんこのほむらまい,,,魔法,,,,
14377,身代わりの闇,みがわりのやみ,,,罠,,,,
13184,ミキサーロイド,ミキサーロイド,4,風,機械族,効果,0,2200,
13449,見切りの極意,みきりのごくい,,,罠,,,,
4811,右手に盾を左手に剣を,みぎてにたてをひだりてにけんを,,,魔法,,,,
13402,魅幽鳥,みくらとり,4,闇,鳥獣族,効果,1300,1500,
4260,未熟な悪魔,みじゅくなあくま,2,闇,悪魔族,通常,500,750,
5987,ミクロ光線,ミクロこうせん,,,罠,,,,
4974,ミスターボルケーノ,ミスターボルケーノ,5,炎,炎族,通常,2100,1300,
14498,ミス・ケープ・バーバ,ミス・ケープ・バーバ,2,闇,悪魔族,リンク／効果,200,-,
4848,未熟な密偵,みじゅくなみってい,,,魔法,,,,
4423,ミスター・ボンバー,ミスター・ボンバー,3,炎,機械族,効果,800,900,
6179,ミスティック・ソードマン LV６,ミスティック・ソードマン　レベル６,6,地,戦士族,効果,2300,1700,
6103,ミスティック・ソードマン LV２,ミスティック・ソードマン　レベル２,2,地,戦士族,効果,900,0,
9476,ミスティック・パイパー,ミスティック・パイパー,1,光,魔法使い族,効果,0,0,
6104,ミスティック・ソードマン LV４,ミスティック・ソードマン　レベル４,4,地,戦士族,効果,1900,1600,
10807,手違い,ミステイク,,,罠,,,,
7549,ミスト・ウォーム,ミスト・ウォーム,9,風,雷族,シンクロ／効果,2500,1500,
6808,ミステリーサークル,ミステリーサークル,,,罠,,,,
7149,ミストデーモン,ミストデーモン,5,闇,悪魔族,効果,2400,0,
7816,ミスト・コンドル,ミスト・コンドル,4,風,鳥獣族,効果,1400,400,
7817,霞の谷の風使い,ミスト・バレーのかぜつかい,2,風,鳥獣族,チューナー／効果,400,800,
7531,霞の谷の祈祷師,ミスト・バレーのきとうし,3,風,鳥獣族,チューナー／効果,1200,1200,
7957,霞の谷の執行者,ミスト・バレーのしっこうしゃ,5,風,雷族,効果,2100,1600,
9934,霞の谷の祭壇,ミスト・バレーのさいだん,,,魔法,,,,
8110,霞の谷の巨神鳥,ミスト・バレーのきょしんちょう,7,風,鳥獣族,効果,2700,2000,
9350,霞の谷の神風,ミスト・バレーのしんぷう,,,魔法,,,,
7532,霞の谷の戦士,ミスト・バレーのせんし,4,風,鳥獣族,チューナー／効果,1700,300,
7815,霞の谷の見張り番,ミスト・バレーのみはりばん,4,風,魔法使い族,通常,1500,1900,
7956,霞の谷の幼怪鳥,ミスト・バレーのようかいちょう,2,風,鳥獣族,チューナー／効果,400,600,
8109,霞の谷のファルコン,ミスト・バレーのファルコン,4,風,鳥獣族,効果,2000,1200,
8121,霞の谷の雷神鬼,ミスト・バレーのらいじんき,7,風,雷族,シンクロ／効果,2600,2400,
7530,霞の谷の雷鳥,ミスト・バレーのらいちょう,3,風,雷族,効果,1100,700,
6546,ミスト・ボディ,ミスト・ボディ,,,魔法,,,,
6669,ミスフォーチュン,ミスフォーチュン,,,魔法,,,,
7328,ミス・リバイブ,ミス・リバイブ,,,罠,,,,
11375,Ms.JUDGE,ミズ・ジャッジ,4,光,悪魔族,効果,1800,600,
4255,水の踊り子,みずのおどりこ,4,水,水族,通常,1400,1200,
5253,水の精霊 アクエリア,みずのせいれい　アクエリア,4,水,水族,特殊召喚／効果,1600,1200,
4436,水の魔導師,みずのまどうし,4,水,水族,通常,1400,1000,
10875,湖の乙女ヴィヴィアン,みずうみのおとめヴィヴィアン,1,光,水族,チューナー／効果,200,1800,
13091,ミセス・レディエント,ミセス・レディエント,2,地,獣族,リンク／効果,1400,-,
10426,見世物ゴブリン,みせものゴブリン,,,魔法,,,,
4939,道連れ,みちづれ,,,罠,,,,
4630,満ち潮のマーマン,みちしおのマーマン,4,水,水族,通常,1650,1300,
8145,未知ガエル,みちガエル,2,水,水族,効果,1200,600,
4228,ミッドナイト・デビル,ミッドナイト・デビル,2,闇,悪魔族,通常,800,600,
7705,ミッド・ピース・ゴーレム,ミッド・ピース・ゴーレム,4,地,岩石族,効果,1600,0,
9874,M.X－セイバー インヴォーカー,ミッシングエックス－セイバー　インヴォーカー,3,地,戦士族,エクシーズ／効果,1600,500,
18218,導かれし烙印,みちびかれしらくいん,,,罠,,,,
18474,導きの聖女クエム,みちびきのせいじょクエム,4,光,魔法使い族,チューナー／効果,1500,1500,
4752,三ツ首のギドー,みツくびのギドー,4,闇,悪魔族,通常,1200,1400,
4577,密林の黒竜王,みつりんのこくりゅうおう,6,地,ドラゴン族,通常,2100,1800,
6032,みつこぶラクーダ,みつこぶラクーダ,3,地,獣族,効果,500,1500,
20061,密林に潜む者,みつりんにひそむもの,8,闇,悪魔族,特殊召喚／効果,2500,1800,
6333,ミドル・シールド・ガードナー,ミドル・シールド・ガードナー,4,地,戦士族,効果,100,1800,
18450,ミナイルカ,ミナイルカ,4,水,魚族,効果,1500,500,
7197,水面のアレサ,みなものアレサ,4,水,水族,デュアル／効果,1500,500,
4634,見習い魔女,みならいまじょ,2,闇,魔法使い族,効果,550,500,
5650,見習い魔術師,みならいまじゅつし,2,闇,魔法使い族,効果,400,800,
16086,ミドレミコード・エリーティア,ミドレミコード・エリーティア,3,水,天使族,ペンデュラム／効果,1100,400,
13765,見習い魔嬢,みならいまじょう,2,闇,魔法使い族,リンク／効果,1400,-,
12764,見習い魔笛使い,みならいまてきつかい,2,闇,魔法使い族,リバース／効果,100,1500,
20229,ミニャーマドルチェ・ニャカロン,ミニャーマドルチェ・ニャカロン,3,地,獣族,リンク／効果,2300,-,
7695,ミニチュアライズ,ミニチュアライズ,,,罠,,,,
10075,ミニマム・ガッツ,ミニマム・ガッツ,,,魔法,,,,
8180,ミノケンサテュロス,ミノケンサテュロス,6,地,獣戦士族,効果,1800,1000,
4098,ミノケンタウロス,ミノケンタウロス,6,地,獣戦士族,融合,2000,1700,
14658,ミミックリル,ミミックリル,3,闇,悪魔族,効果,0,0,
13436,身分転換,みぶんてんかん,,,魔法,,,,
4032,ミノタウルス,ミノタウルス,4,地,獣戦士族,通常,1700,1000,
10484,ミミミック,ミミミック,3,地,機械族,効果,300,300,
17749,ミメシスエレファント,ミメシスエレファント,,,罠,,,,
4598,ミューズの天使,ミューズのてんし,3,光,天使族,通常,850,900,
15995,ミュステリオンの竜冠,ミュステリオンのりゅうかん,8,光,魔法使い族,融合／効果,3000,1500,
4501,音楽家の帝王,ミュージシャン・キング,5,光,魔法使い族,融合,1750,1500,
6373,ミュータント・ハイブレイン,ミュータント・ハイブレイン,6,闇,魔法使い族,効果,0,2500,
15574,ミュートリア超個体系,ミュートリアちょうこたいけい,,,罠,,,,
15573,ミュートリア進化研究所,ミュートリアしんかけんきゅうじょ,,,魔法,,,,
15777,ミュートリア反射作用,ミュートリアはんしゃさよう,,,魔法,,,,
15779,ミュートリアスの産声,ミュートリアスのうぶごえ,,,罠,,,,
15572,ミュートリアル・アームズ,ミュートリアル・アームズ,8,炎,機械族,効果,3000,1000,
15570,ミュートリアル・ビースト,ミュートリアル・ビースト,8,地,獣族,効果,2400,2400,
13762,明星の機械騎士,みょうじょうのジャックナイツ,2,光,機械族,リンク／効果,2000,-,
15571,ミュートリアル・ミスト,ミュートリアル・ミスト,8,風,魔法使い族,効果,2700,2900,
15778,ミュートリア連鎖応動,ミュートリアれんさおうどう,,,罠,,,,
19934,ミラァと燐寸之仔,ミラァとマッチノコ,1,炎,魔法使い族,効果,0,0,
9357,ミョルニルの魔槌,ミョルニルのまづち,,,罠,,,,
7428,未来サムライ,みらいサムライ,4,光,戦士族,デュアル／効果,1600,1200,
8500,未来王の予言,みらいおうのよげん,,,罠,,,,
19752,未来の柱－キアノス,みらいのはしら－キアノス,1,光,機械族,効果,500,1500,
10341,未来への思い,みらいへのおもい,,,魔法,,,,
19895,未来への沈黙,みらいへのちんもく,,,魔法,,,,
6580,ミラクル・キッズ,ミラクル・キッズ,,,罠,,,,
6782,未来融合－フューチャー・フュージョン,みらいゆうごう－フューチャー・フュージョン,,,魔法,,,,
10213,ミラクル・コンタクト,ミラクル・コンタクト,,,魔法,,,,
8215,奇跡の軌跡,ミラクルルーカス,,,罠,,,,
8988,ミラクルシンクロフュージョン,ミラクルシンクロフュージョン,,,魔法,,,,
6432,ミラクル・フュージョン,ミラクル・フュージョン,,,魔法,,,,
6905,奇跡の蘇生,ミラクル・リボーン,,,魔法,,,,
7576,ミラクル・フリッパー,ミラクル・フリッパー,2,光,魔法使い族,効果,300,500,
7448,蜃気楼の筒,ミラージュシリンダー,,,魔法,,,,
4192,ミラージュ,ミラージュ,4,光,鳥獣族,通常,1100,1400,
14934,虚光の宣告者,ミラージュ・デクレアラー,2,光,天使族,リンク／効果,600,-,
6196,ミラージュ・ドラゴン,ミラージュ・ドラゴン,4,光,ドラゴン族,効果,1600,600,
11082,幻子力空母エンタープラズニル,ミラージュフォートレスエンタープラズニル,9,風,機械族,エクシーズ／効果,2900,2500,
9079,ミラー・レディバグ,ミラー・レディバグ,1,光,昆虫族,効果,100,100,
11884,ミラーフォース・ドラゴン,ミラーフォース・ドラゴン,8,光,ドラゴン族,融合／効果,2800,1200,
18793,ミラー ソードナイト,ミラー　ソードナイト,4,光,幻想魔族,効果,1900,300,
13785,ミラーフォース・ランチャー,ミラーフォース・ランチャー,,,罠,,,,
12064,ミラー・リゾネーター,ミラー・リゾネーター,1,光,悪魔族,チューナー／効果,0,0,
4533,ミリス・レディエント,ミリス・レディエント,1,地,獣族,効果,300,250,
13464,ミレニアム・アイズ・イリュージョニスト,ミレニアム・アイズ・イリュージョニスト,2,闇,魔法使い族,効果,0,1400,
15841,千年の血族,ミレニアム・シーカー,4,闇,魔法使い族,効果,1000,1000,
20184,ミレニアム・アブソリューター,ミレニアム・アブソリューター,4,風,幻想魔族,効果,1300,1400,
13466,ミレニアム・アイズ・サクリファイス,ミレニアム・アイズ・サクリファイス,1,闇,魔法使い族,融合／効果,0,0,
20183,ミレニアムーン・メイデン,ミレニアムーン・メイデン,4,光,幻想魔族,効果,1500,1300,
6318,ミレニアム・スコーピオン,ミレニアム・スコーピオン,5,地,昆虫族,効果,2000,1800,
12731,魅惑の堕天使,みわくのだてんし,,,罠,,,,
4151,魅惑の怪盗,みわくのかいとう,2,闇,魔法使い族,通常,700,700,
14167,魅惑の合わせ鏡,みわくのスプリット・ミラー,,,魔法,,,,
14533,魅惑の未界域,みわくのみかいいき,,,魔法,,,,
8143,ミンゲイドラゴン,ミンゲイドラゴン,2,地,ドラゴン族,効果,400,200,
21419,無垢なる者 メディウス,むくなるもの　メディウス,4,闇,天使族,効果,1800,1800,
19830,ムカデの進軍,ムカデのしんぐん,3,闇,昆虫族,効果,1500,500,
4522,ムカムカ,ムカムカ,2,地,岩石族,効果,600,300,
14042,骸の魔妖－餓者髑髏,むくろのまやかし－がしゃどくろ,11,闇,アンデット族,シンクロ／効果,3300,2600,
14393,無限起動キャンサークレーン,むげんきどうキャンサークレーン,5,地,機械族,効果,2100,500,
14399,無限起動アースシェイカー,むげんきどうアースシェイカー,9,地,機械族,エクシーズ／効果,3100,2100,
14037,骸の魔妖－夜叉,むくろのまやかし－やしゃ,5,闇,アンデット族,効果,2000,0,
13821,無限械アイン・ソフ,むげんかいアイン・ソフ,,,罠,,,,
14398,無限起動コロッサルマウンテン,むげんきどうコロッサルマウンテン,7,地,機械族,エクシーズ／効果,2100,3100,
14400,無限起動ゴライアス,むげんきどうゴライアス,1,地,機械族,リンク／効果,1000,-,
